Title,Location,Compensation,Min_Comp,Max_Comp
EY Data Analyst salaries,Dallas/Fort Worth Area,"$70,200/yr",48200,102000
EY Data Analyst salaries,Greater Atlanta Area,"$59,600/yr",47700,74500
Capgemini Business Analyst salaries,"Houston, Texas Area","$68,400/yr",54900,85200
JPMorgan Chase & Co. Data Analyst salaries,"Phoenix, Arizona Area","$62,700/yr",44600,88200
Deloitte Data Analyst salaries,Greater Los Angeles Area,"$68,500/yr",54400,86100
Wells Fargo Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$64,600/yr",37400,112000
Wells Fargo Data Analyst salaries,"Phoenix, Arizona Area","$56,200/yr",43600,72300
Intel Corporation Data Analyst salaries,"Phoenix, Arizona Area","$83,500/yr",51600,135000
Starbucks Business Analyst salaries,Greater Seattle Area,"$69,900/yr",52800,92500
American Express Data Analyst salaries,"Phoenix, Arizona Area","$76,200/yr",53000,109000
State Farm ® Data Analyst salaries,Dallas/Fort Worth Area,"$82,800/yr",52400,131000
State Farm ® Data Analyst salaries,"Phoenix, Arizona Area","$88,300/yr",56800,137000
UnitedHealth Group Data Analyst salaries,Greater Atlanta Area,$25.00/hr,12.00,51.00
UnitedHealth Group Data Analyst salaries,"Indianapolis, Indiana Area","$57,300/yr",35300,93200
UPS Data Analyst salaries,Greater Atlanta Area,"$55,400/yr",37300,82100
Deloitte Consulting Business Analyst salaries,Greater Seattle Area,"$77,500/yr",61300,98000
FCA Fiat Chrysler Automobiles Data Analyst salaries,Greater Detroit Area,"$67,800/yr",51500,89100
T-Mobile Business Analyst salaries,Greater Seattle Area,"$76,800/yr",53600,110000
Dell Business Analyst salaries,"Austin, Texas Area","$62,100/yr",50000,77100
Baylor Scott & White Health Data Analyst salaries,Dallas/Fort Worth Area,"$72,200/yr",46600,112000
TEKsystems Business Analyst salaries,Greater Seattle Area,$47.00/hr,34.00,65.00
Boston Children's Hospital Data Analyst salaries,Greater Boston Area,"$78,600/yr",40900,151000
Johnson & Johnson Data Analyst salaries,Greater Boston Area,$29.00/hr,22.00,39.00
Nielsen Data Analyst salaries,Greater Atlanta Area,"$57,000/yr",46400,70000
Nielsen Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$56,800/yr",33500,96300
Vanguard Data Analyst salaries,"Phoenix, Arizona Area","$67,000/yr",50700,88600
UT Southwestern Medical Center Data Analyst salaries,Dallas/Fort Worth Area,"$57,800/yr",45100,74200
Brigham and Women's Hospital Data Analyst salaries,Greater Boston Area,"$64,900/yr",50000,84400
Starcom Senior Data Analyst salaries,Greater Detroit Area,"$64,000/yr",49400,82800
Houston Methodist Business Analyst salaries,"Houston, Texas Area","$78,400/yr",60600,101000
adidas Data Analyst salaries,"Portland, Oregon Area","$65,000/yr",53100,79400
University of Minnesota Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$60,800/yr",38500,96000
Ochsner Health Data Analyst salaries,Greater New Orleans Area,"$69,200/yr",53800,89000
"Anthem, Inc. Business Analyst salaries","Indianapolis, Indiana Area","$72,900/yr",59200,89800
WellCare Health Plans Data Analyst salaries,Greater Detroit Area,$28.00/hr,17.00,47.00
Toyota North America Data Analyst salaries,Dallas/Fort Worth Area,"$70,600/yr",53100,93900
Optum Business Analyst salaries,"Greater Nashville Area, TN","$71,800/yr",42300,122000
Optum Data Analyst salaries,"Greater Nashville Area, TN",$32.00/hr,23.00,45.00
Avanade Business Analyst salaries,Greater Seattle Area,"$70,500/yr",57300,86600
Avanade Business Analyst salaries,"Houston, Texas Area","$73,500/yr",52900,102000
Indiana University Health Data Analyst salaries,"Indianapolis, Indiana Area","$59,100/yr",37800,92400
GoDaddy Business Analyst salaries,"Phoenix, Arizona Area","$69,200/yr",49500,96600
Bank of the West Business Analyst salaries,"Phoenix, Arizona Area","$67,600/yr",49300,92800
Centers for Disease Control and Prevention Data Analyst salaries,Greater Atlanta Area,"$61,200/yr",47600,78800
UCLA Health Data Analyst salaries,Greater Los Angeles Area,"$62,700/yr",36900,107000
The Church of Jesus Christ of Latter-day Saints Data Analyst salaries,Greater Salt Lake City Area,"$55,500/yr",43600,70800
7-Eleven Business Consultant salaries,Dallas/Fort Worth Area,"$86,600/yr",61800,121000
Hulu Data Analyst salaries,Greater Los Angeles Area,"$78,400/yr",57700,106000
Raymond James Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$52,400/yr",42300,64900
Phillips 66 Business Analyst salaries,"Houston, Texas Area","$94,400/yr",55900,159000
Partners HealthCare Data Analyst salaries,Greater Boston Area,"$68,100/yr",50800,91400
CoStar Group Data Analyst salaries,Greater Atlanta Area,"$59,200/yr",44500,78800
San Diego Gas & Electric Data Analyst salaries,Greater Los Angeles Area,"$60,200/yr",37200,97300
Axtria - Ingenious Insights Data Analyst salaries,Greater Los Angeles Area,"$72,700/yr",55900,94600
Domino's Business Analyst salaries,Greater Detroit Area,"$76,200/yr",57100,102000
Sysco Business Analyst salaries,"Houston, Texas Area","$67,500/yr",52900,86000
Marathon Petroleum Corporation Business Analyst salaries,"San Antonio, Texas Area","$59,600/yr",48300,73600
HealthPartners Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$49,600/yr",33400,73600
University of Massachusetts Medical School Data Analyst salaries,Greater Boston Area,"$65,000/yr",53100,79600
Zions Bancorporation Business Analyst salaries,"Houston, Texas Area","$81,400/yr",60300,110000
Vivint Smart Home Data Analyst salaries,Greater Salt Lake City Area,"$52,900/yr",40100,69800
BJ's Wholesale Club Data Analyst salaries,Greater Boston Area,"$61,300/yr",35100,107000
Allegis Global Solutions Business Analyst salaries,"Phoenix, Arizona Area","$61,100/yr",49000,76200
TC Energy Business Analyst salaries,"Houston, Texas Area","$94,200/yr",68600,129000
Frost Bank Business Analyst salaries,"San Antonio, Texas Area","$68,600/yr",50700,92900
Virginia Mason Medical Center Business Analyst salaries,Greater Seattle Area,"$73,000/yr",55900,95300
Parallon Data Analyst salaries,"Greater Nashville Area, TN","$68,500/yr",54900,85600
Norfolk Southern Corporation Data Analyst salaries,Greater Atlanta Area,"$67,300/yr",45700,99000
Community Health Systems Data Analyst salaries,"Greater Nashville Area, TN","$63,600/yr",49700,81400
"U-Haul International, Inc Business Analyst salaries","Phoenix, Arizona Area","$56,300/yr",42700,74100
Podium Data Analyst salaries,Greater Salt Lake City Area,"$65,200/yr",46500,91600
PACCAR Business Analyst salaries,Greater Seattle Area,"$88,800/yr",68600,115000
Molina Healthcare Data Analyst salaries,Greater Los Angeles Area,"$59,200/yr",34400,102000
TeamHealth Data Analyst salaries,"Knoxville, Tennessee Area","$63,300/yr",39900,101000
Globe Life Data Analyst salaries,Dallas/Fort Worth Area,"$52,900/yr",24000,117000
BlueCross BlueShield of Tennessee Business Analyst salaries,"Greater Nashville Area, TN","$65,700/yr",49500,87200
National Heritage Academies Business Analyst salaries,"Greater Grand Rapids, Michigan Area","$55,800/yr",42500,73200
"Vizient, Inc Data Analyst salaries",Dallas/Fort Worth Area,"$53,900/yr",41800,69400
Emory University School of Medicine Data Analyst salaries,Greater Atlanta Area,"$56,800/yr",43400,74400
iHeartMedia Business Analyst salaries,"San Antonio, Texas Area","$75,700/yr",51900,110000
Clayton Homes Data Analyst salaries,"Knoxville, Tennessee Area","$91,800/yr",68700,123000
FacilitySource Business Analyst salaries,"Phoenix, Arizona Area","$57,500/yr",39000,84900
"DMI (Digital Management, LLC) Business Analyst salaries","Indianapolis, Indiana Area","$69,700/yr",54100,89600
Amway Business Analyst salaries,"Greater Grand Rapids, Michigan Area","$63,700/yr",50400,80500
HealthStream Data Analyst salaries,"Greater Nashville Area, TN",$24.00/hr,13.00,43.00
Energy Transfer Business Analyst salaries,"Houston, Texas Area","$58,200/yr",39000,86800
CNO Financial Group Business Analyst salaries,"Indianapolis, Indiana Area","$56,700/yr",45800,70300
Material in Motion Data Analyst salaries,Greater Atlanta Area,"$68,000/yr",52500,88000
CHS Inc. Data Analyst salaries,Greater Minneapolis-St. Paul Area,$24.00/hr,15.00,37.00
Blue Cross Blue Shield of Arizona Data Analyst salaries,"Phoenix, Arizona Area","$73,500/yr",54000,100000
Propeller Business Consultant salaries,"Portland, Oregon Area","$111,000/yr",85300,145000
"Berry Global, Inc. Business Analyst salaries","Evansville, Indiana Area","$56,500/yr",46100,69100
Edge by Ascential Data Analyst salaries,Greater Salt Lake City Area,"$48,200/yr",26100,89100
Willis Towers Watson's OneExchange Data Analyst salaries,Greater Salt Lake City Area,"$54,500/yr",36100,82200
eviCore healthcare Data Analyst salaries,"Greater Nashville Area, TN","$70,400/yr",47700,104000
Motiva Enterprises LLC Business Analyst salaries,"Houston, Texas Area","$82,300/yr",47600,142000
Security Service Federal Credit Union Business Analyst salaries,"San Antonio, Texas Area","$82,600/yr",59000,116000
"Jobcase, Inc. Data Analyst salaries",Greater Boston Area,$25.00/hr,12.00,51.00
Symbotic Data Analyst salaries,Greater Boston Area,"$66,200/yr",53700,81500
ALM First Data Analyst salaries,Dallas/Fort Worth Area,$20.00/hr,11.00,36.00
AppZen Data Analyst salaries,"Phoenix, Arizona Area","$51,000/yr",39500,66000
Select Portfolio Servicing Data Analyst salaries,Greater Salt Lake City Area,"$44,800/yr",32900,61000
Nelnet Data Analyst salaries,"Lincoln, Nebraska Area","$46,400/yr",34100,63100
HealthPoint (CHC) Business Analyst salaries,Greater Seattle Area,"$69,400/yr",53900,89200
Nabors Industries Business Analyst salaries,"Houston, Texas Area","$73,900/yr",56600,96300
Haworth Business Analyst salaries,"Greater Grand Rapids, Michigan Area","$64,900/yr",51200,82300
Mutual of Enumclaw Business Analyst salaries,Greater Seattle Area,"$67,800/yr",52900,86900
Spark Energy Business Analyst salaries,"Houston, Texas Area",$28.00/hr,21.00,38.00
Forever Living Products (Home Office) Business Analyst salaries,"Phoenix, Arizona Area","$85,200/yr",64100,113000
CSpring Business Analyst salaries,"Indianapolis, Indiana Area","$68,400/yr",40400,116000
SEI Family Office Services Business Analyst salaries,"Indianapolis, Indiana Area","$51,700/yr",40300,66300
"ALG, A TrueCar Company Data Analyst salaries",Greater Los Angeles Area,"$68,200/yr",53700,86600
PowerAdvocate Data Analyst salaries,Greater Boston Area,"$57,000/yr",45400,71500
Hopjump Data Analyst salaries,Greater Boston Area,"$63,000/yr",50200,79100
Financial Recovery Technologies Data Analyst salaries,Greater Boston Area,"$57,100/yr",43400,75000
Vesta Data Analyst salaries,"Portland, Oregon Area","$64,900/yr",47800,88100
Retail Business Services Data Analyst salaries,"Charlotte, North Carolina Area","$58,700/yr",46700,73900
SelectHealth Data Analyst salaries,Greater Salt Lake City Area,"$68,600/yr",46700,101000
InMoment Data Analyst salaries,Greater Salt Lake City Area,"$73,100/yr",40600,132000
West Point Insurance Services Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$62,200/yr",46900,82500
Payless Liquors Data Analyst salaries,"Indianapolis, Indiana Area",$16.00/hr,10.00,27.00
Amazon Business Analyst salaries,"Houston, Texas Area","$84,300/yr",60400,118000
Amazon Business Analyst salaries,Greater Denver Area,"$79,500/yr",56900,111000
Amazon Business Analyst salaries,Greater Detroit Area,"$77,600/yr",55600,108000
Amazon Business Analyst salaries,Miami/Fort Lauderdale Area,"$74,800/yr",53600,104000
Amazon Business Analyst salaries,"Phoenix, Arizona Area","$76,100/yr",54500,106000
Amazon Business Analyst salaries,"Austin, Texas Area","$77,700/yr",55600,108000
Amazon Business Analyst salaries,"Portland, Oregon Area","$79,400/yr",56900,111000
Amazon Business Analyst salaries,"Charlotte, North Carolina Area","$76,300/yr",54600,106000
Amazon Business Analyst salaries,Greater Salt Lake City Area,"$73,000/yr",52300,102000
Amazon Business Analyst salaries,"Greater Nashville Area, TN","$72,500/yr",51900,101000
Amazon Business Analyst salaries,"San Antonio, Texas Area","$74,000/yr",53000,103000
Amazon Business Analyst salaries,"Greater Grand Rapids, Michigan Area","$70,600/yr",50500,98500
Amazon Business Analyst salaries,"Roanoke, Virginia Area","$69,400/yr",49700,96900
Amazon Business Analyst salaries,"Rochester, Minnesota Area","$76,700/yr",54900,107000
Amazon Data Analyst salaries,Greater New York City Area,"$73,400/yr",52500,102000
Amazon Data Analyst salaries,Greater Los Angeles Area,"$70,200/yr",50300,98100
Amazon Data Analyst salaries,Greater Chicago Area,"$67,300/yr",48200,94000
Amazon Data Analyst salaries,Dallas/Fort Worth Area,"$66,000/yr",47300,92200
Amazon Data Analyst salaries,Greater Atlanta Area,"$64,700/yr",46300,90300
Amazon Data Analyst salaries,"Houston, Texas Area","$70,700/yr",50700,98800
Amazon Data Analyst salaries,Greater Denver Area,"$66,700/yr",47800,93200
Amazon Data Analyst salaries,Miami/Fort Lauderdale Area,"$62,800/yr",44900,87600
Amazon Data Analyst salaries,"Austin, Texas Area","$65,200/yr",46700,91000
Amazon Data Analyst salaries,"Portland, Oregon Area","$66,600/yr",47700,93100
Amazon Data Analyst salaries,"Charlotte, North Carolina Area","$64,000/yr",45800,89300
Amazon Data Analyst salaries,Greater Salt Lake City Area,"$61,200/yr",43900,85500
Amazon Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$60,700/yr",43500,84800
Amazon Data Analyst salaries,"Kansas City, Missouri Area","$61,900/yr",44300,86400
Amazon Data Analyst salaries,"Indianapolis, Indiana Area","$61,800/yr",44200,86300
Amazon Data Analyst salaries,"Greater Nashville Area, TN","$60,800/yr",43600,84900
Amazon Data Analyst salaries,"San Antonio, Texas Area","$62,100/yr",44500,86700
Amazon Data Analyst salaries,"Colorado Springs, Colorado Area","$62,700/yr",44900,87500
Amazon Data Analyst salaries,"Grand Forks, North Dakota Area","$59,000/yr",42200,82400
Amazon Data Analyst salaries,"Stockton, California Area","$66,100/yr",47300,92300
Amazon Data Analyst salaries,"York, Pennsylvania Area","$60,000/yr",43000,83800
Amazon Business Consultant salaries,Greater Los Angeles Area,"$90,300/yr",64700,126000
Amazon Business Consultant salaries,Greater Chicago Area,"$86,600/yr",62000,121000
Amazon Business Consultant salaries,Greater Boston Area,"$90,200/yr",64600,126000
Amazon Business Consultant salaries,Greater Atlanta Area,"$83,100/yr",59500,116000
Amazon Business Consultant salaries,Greater Seattle Area,"$93,600/yr",67000,131000
Amazon Business Consultant salaries,"Phoenix, Arizona Area","$82,100/yr",58800,115000
Amazon Business Consultant salaries,"Albany, Georgia Area","$69,700/yr",49900,97300
Amazon Data Management Analyst salaries,"Lawrence, Kansas Area","$56,900/yr",40700,79400
Tata Consultancy Services Business Analyst salaries,"Houston, Texas Area","$72,800/yr",52400,101000
Tata Consultancy Services Business Analyst salaries,Greater Denver Area,"$68,700/yr",49500,95300
Tata Consultancy Services Business Analyst salaries,Miami/Fort Lauderdale Area,"$64,600/yr",46500,89600
Tata Consultancy Services Business Analyst salaries,"Phoenix, Arizona Area","$65,700/yr",47300,91200
Tata Consultancy Services Business Analyst salaries,"Austin, Texas Area","$67,100/yr",48300,93100
Tata Consultancy Services Business Analyst salaries,"Charlotte, North Carolina Area","$65,800/yr",47400,91400
Tata Consultancy Services Business Analyst salaries,Greater Salt Lake City Area,"$63,000/yr",45400,87500
Tata Consultancy Services Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$62,500/yr",45000,86700
Tata Consultancy Services Business Analyst salaries,"Kansas City, Missouri Area","$63,700/yr",45900,88400
Tata Consultancy Services Business Analyst salaries,"Indianapolis, Indiana Area","$63,600/yr",45800,88300
Tata Consultancy Services Business Analyst salaries,"Greater Nashville Area, TN","$62,600/yr",45100,86900
Tata Consultancy Services Business Analyst salaries,"San Antonio, Texas Area","$63,900/yr",46000,88700
Tata Consultancy Services Business Analyst salaries,"Fayetteville, Arkansas Area","$61,700/yr",44400,85600
Tata Consultancy Services Data Analyst salaries,Greater Los Angeles Area,"$60,600/yr",43700,84200
Tata Consultancy Services Data Analyst salaries,Greater Chicago Area,"$58,100/yr",41900,80700
Tata Consultancy Services Data Analyst salaries,Greater Boston Area,"$60,600/yr",43700,84100
Tata Consultancy Services Data Analyst salaries,Dallas/Fort Worth Area,"$57,000/yr",41100,79100
Tata Consultancy Services Data Analyst salaries,Greater Atlanta Area,"$55,800/yr",40200,77500
Tata Consultancy Services Data Analyst salaries,Greater Seattle Area,"$62,800/yr",45300,87200
Tata Consultancy Services Data Analyst salaries,"Houston, Texas Area","$61,100/yr",44000,84800
Tata Consultancy Services Data Analyst salaries,Greater Denver Area,"$57,600/yr",41500,80000
Tata Consultancy Services Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$57,800/yr",41600,80200
Tata Consultancy Services Data Analyst salaries,Greater Detroit Area,"$56,200/yr",40500,78000
Tata Consultancy Services Data Analyst salaries,"Charlotte, North Carolina Area","$55,200/yr",39800,76700
Tata Consultancy Services Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$52,400/yr",37800,72800
Tata Consultancy Services Data Analyst salaries,"Raleigh-Durham, North Carolina Area","$55,400/yr",39900,77000
Tata Consultancy Services Data Analyst salaries,"Greater Grand Rapids, Michigan Area","$51,100/yr",36800,70900
Tata Consultancy Services Business Consultant salaries,Greater New York City Area,"$81,500/yr",58700,113000
Tata Consultancy Services Business Consultant salaries,Greater Chicago Area,"$74,800/yr",53900,104000
Tata Consultancy Services Business Consultant salaries,Greater Boston Area,"$77,900/yr",56100,108000
Tata Consultancy Services Business Consultant salaries,Greater Atlanta Area,"$71,800/yr",51700,99600
Tata Consultancy Services Business Consultant salaries,Greater Seattle Area,"$80,800/yr",58200,112000
Tata Consultancy Services Business Consultant salaries,"Houston, Texas Area","$78,500/yr",56600,109000
Tata Consultancy Services Business Consultant salaries,Greater Denver Area,"$74,100/yr",53400,103000
Tata Consultancy Services Business Consultant salaries,Greater Detroit Area,"$72,300/yr",52100,100000
Tata Consultancy Services Business Consultant salaries,"Phoenix, Arizona Area","$70,900/yr",51100,98400
Tata Consultancy Services Business Consultant salaries,"Charlotte, North Carolina Area","$71,000/yr",51200,98600
Tata Consultancy Services Business Consultant salaries,"Tampa/St. Petersburg, Florida Area","$67,400/yr",48600,93600
Tata Consultancy Services Business Consultant salaries,"Indianapolis, Indiana Area","$68,600/yr",49400,95200
Tata Consultancy Services Business Consultant salaries,"Greater Nashville Area, TN","$67,500/yr",48700,93700
Tata Consultancy Services Business Consultant salaries,"San Antonio, Texas Area","$68,900/yr",49700,95700
Tata Consultancy Services Business Consultant salaries,"Savannah, Georgia Area","$64,500/yr",46400,89500
Tata Consultancy Services Senior Data Analyst salaries,Greater Detroit Area,"$75,800/yr",54600,105000
Tata Consultancy Services Senior Data Analyst salaries,"San Antonio, Texas Area","$72,300/yr",52100,100000
Accenture Business Analyst salaries,Greater Seattle Area,"$85,200/yr",61200,119000
Accenture Business Analyst salaries,"Houston, Texas Area","$82,800/yr",59500,115000
Accenture Business Analyst salaries,Greater Denver Area,"$78,100/yr",56100,109000
Accenture Business Analyst salaries,Greater Detroit Area,"$76,200/yr",54700,106000
Accenture Business Analyst salaries,Miami/Fort Lauderdale Area,"$73,500/yr",52800,102000
Accenture Business Analyst salaries,"Phoenix, Arizona Area","$74,700/yr",53700,104000
Accenture Business Analyst salaries,"Austin, Texas Area","$76,300/yr",54800,106000
Accenture Business Analyst salaries,"Charlotte, North Carolina Area","$74,900/yr",53800,104000
Accenture Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$71,100/yr",51100,99000
Accenture Business Analyst salaries,"Kansas City, Missouri Area","$72,500/yr",52100,101000
Accenture Business Analyst salaries,"San Antonio, Texas Area","$72,700/yr",52200,101000
Accenture Data Analyst salaries,Greater New York City Area,"$72,100/yr",51800,100000
Accenture Data Analyst salaries,Greater Los Angeles Area,"$69,000/yr",49600,96000
Accenture Data Analyst salaries,Greater Chicago Area,"$66,100/yr",47500,92100
Accenture Data Analyst salaries,Greater Boston Area,"$68,900/yr",49500,96000
Accenture Data Analyst salaries,Dallas/Fort Worth Area,"$64,800/yr",46600,90300
Accenture Data Analyst salaries,Greater Seattle Area,"$71,500/yr",51300,99500
Accenture Data Analyst salaries,"Houston, Texas Area","$69,500/yr",49900,96700
Accenture Data Analyst salaries,Greater Denver Area,"$65,500/yr",47100,91200
Accenture Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$65,700/yr",47200,91500
Accenture Data Analyst salaries,Miami/Fort Lauderdale Area,"$61,600/yr",44300,85800
Accenture Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$59,600/yr",42800,83000
Accenture Data Analyst salaries,"Raleigh-Durham, North Carolina Area","$63,100/yr",45300,87800
Accenture Data Analyst salaries,"Greater Nashville Area, TN","$59,700/yr",42900,83200
Accenture Data Analyst salaries,"San Antonio, Texas Area","$61,000/yr",43800,84900
Accenture Data Analyst salaries,"Clarksville, Tennessee Area","$52,500/yr",37700,73100
Accenture Business Consultant salaries,Greater Los Angeles Area,"$88,700/yr",63700,123000
Accenture Business Consultant salaries,Greater Chicago Area,"$85,000/yr",61100,118000
Accenture Business Consultant salaries,Dallas/Fort Worth Area,"$83,400/yr",59900,116000
Accenture Business Consultant salaries,Greater Atlanta Area,"$81,700/yr",58700,114000
Accenture Business Consultant salaries,Greater Seattle Area,"$91,900/yr",66000,128000
Accenture Business Consultant salaries,"Houston, Texas Area","$89,300/yr",64200,124000
Accenture Business Consultant salaries,Greater Minneapolis-St. Paul Area,"$84,500/yr",60700,118000
Accenture Business Consultant salaries,Greater Detroit Area,"$82,200/yr",59000,114000
Accenture Business Consultant salaries,"Austin, Texas Area","$82,300/yr",59100,115000
Accenture Business Consultant salaries,"Charlotte, North Carolina Area","$80,800/yr",58000,112000
Accenture Business Consultant salaries,"Tampa/St. Petersburg, Florida Area","$76,700/yr",55100,107000
Accenture Business Consultant salaries,"Raleigh-Durham, North Carolina Area","$81,100/yr",58300,113000
Accenture Business Consultant salaries,"Rochester, Minnesota Area","$81,300/yr",58400,113000
Accenture Senior Data Analyst salaries,"Houston, Texas Area","$93,700/yr",67300,131000
Accenture Senior Data Analyst salaries,"Austin, Texas Area","$86,300/yr",62000,120000
Accenture Database Analyst salaries,"Sarasota, Florida Area","$68,800/yr",49400,95800
Accenture Data Management Analyst salaries,"Austin, Texas Area","$64,700/yr",46400,90000
Cognizant Business Analyst salaries,Greater Seattle Area,"$79,000/yr",55400,113000
Cognizant Business Analyst salaries,"Houston, Texas Area","$76,800/yr",53800,110000
Cognizant Business Analyst salaries,Greater Denver Area,"$72,400/yr",50800,103000
Cognizant Business Analyst salaries,Greater Detroit Area,"$70,700/yr",49500,101000
Cognizant Business Analyst salaries,Miami/Fort Lauderdale Area,"$68,100/yr",47800,97200
Cognizant Business Analyst salaries,"Phoenix, Arizona Area","$69,300/yr",48600,98900
Cognizant Business Analyst salaries,"Austin, Texas Area","$70,700/yr",49600,101000
Cognizant Business Analyst salaries,"Charlotte, North Carolina Area","$69,500/yr",48700,99100
Cognizant Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$65,900/yr",46200,94100
Cognizant Business Analyst salaries,"Greater Nashville Area, TN","$66,000/yr",46300,94300
Cognizant Business Analyst salaries,"San Antonio, Texas Area","$67,400/yr",47200,96200
Cognizant Business Analyst salaries,"Fayetteville, Arkansas Area","$65,100/yr",45600,92900
Cognizant Business Analyst salaries,"Fort Wayne, Indiana Area","$61,800/yr",43300,88200
Cognizant Data Analyst salaries,Greater New York City Area,"$66,800/yr",46800,95400
Cognizant Data Analyst salaries,Greater Los Angeles Area,"$64,000/yr",44800,91300
Cognizant Data Analyst salaries,Greater Chicago Area,"$61,400/yr",43000,87600
Cognizant Data Analyst salaries,Greater Boston Area,"$63,900/yr",44800,91200
Cognizant Data Analyst salaries,Dallas/Fort Worth Area,"$60,100/yr",42100,85800
Cognizant Data Analyst salaries,Greater Atlanta Area,"$58,900/yr",41300,84100
Cognizant Data Analyst salaries,Greater Seattle Area,"$66,300/yr",46500,94600
Cognizant Data Analyst salaries,"Houston, Texas Area","$64,400/yr",45200,92000
Cognizant Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$60,900/yr",42700,87000
Cognizant Data Analyst salaries,Greater Detroit Area,"$59,300/yr",41500,84600
Cognizant Data Analyst salaries,"Phoenix, Arizona Area","$58,200/yr",40800,83000
Cognizant Data Analyst salaries,"Charlotte, North Carolina Area","$58,300/yr",40800,83200
Cognizant Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$55,300/yr",38800,79000
Cognizant Data Analyst salaries,"Raleigh-Durham, North Carolina Area","$58,500/yr",41000,83500
Cognizant Data Analyst salaries,"Bloomington, Indiana Area","$51,600/yr",36200,73700
Cognizant Data Analyst salaries,"Lawrence, Kansas Area","$52,200/yr",36600,74500
Cognizant Business Consultant salaries,Greater Los Angeles Area,"$82,300/yr",57700,117000
Cognizant Business Consultant salaries,Greater Boston Area,"$82,200/yr",57600,117000
Cognizant Business Consultant salaries,Dallas/Fort Worth Area,"$77,300/yr",54200,110000
Cognizant Business Consultant salaries,Greater Atlanta Area,"$75,700/yr",53100,108000
Cognizant Business Consultant salaries,Greater Seattle Area,"$85,200/yr",59700,122000
Cognizant Business Consultant salaries,Greater Denver Area,"$78,200/yr",54800,112000
Cognizant Business Consultant salaries,Greater Minneapolis-St. Paul Area,"$78,400/yr",54900,112000
Cognizant Business Consultant salaries,Miami/Fort Lauderdale Area,"$73,500/yr",51500,105000
Cognizant Business Consultant salaries,"Phoenix, Arizona Area","$74,800/yr",52400,107000
Cognizant Business Consultant salaries,"Austin, Texas Area","$76,300/yr",53500,109000
Cognizant Business Consultant salaries,"Portland, Oregon Area","$78,100/yr",54700,111000
Cognizant Business Consultant salaries,"Charlotte, North Carolina Area","$74,900/yr",52500,107000
Cognizant Business Consultant salaries,"Tampa/St. Petersburg, Florida Area","$71,100/yr",49900,102000
Cognizant Business Consultant salaries,"Indianapolis, Indiana Area","$72,400/yr",50700,103000
Cognizant Business Consultant salaries,"Springfield, Massachusetts Area","$74,400/yr",52100,106000
Cognizant Business Consultant salaries,"Hickory/Lenoir, North Carolina Area","$66,500/yr",46600,94800
Cognizant Senior Data Analyst salaries,"Houston, Texas Area","$87,000/yr",60900,124000
Cognizant Senior Data Analyst salaries,Greater Detroit Area,"$80,000/yr",56100,114000
Cognizant Senior Data Analyst salaries,"Austin, Texas Area","$80,100/yr",56100,114000
Cognizant Solutions Analyst salaries,"Fayetteville, Arkansas Area","$59,700/yr",41900,85200
Microsoft Business Analyst salaries,"Portland, Oregon Area","$90,000/yr",69800,116000
Microsoft Business Analyst salaries,Greater Salt Lake City Area,"$82,700/yr",64200,107000
Microsoft Data Analyst salaries,Greater New York City Area,"$83,200/yr",64500,107000
Microsoft Data Analyst salaries,Greater Los Angeles Area,"$79,600/yr",61800,103000
Microsoft Data Analyst salaries,Greater Boston Area,"$79,500/yr",61700,103000
Microsoft Data Analyst salaries,Dallas/Fort Worth Area,"$74,800/yr",58100,96500
Microsoft Data Analyst salaries,Greater Atlanta Area,"$73,300/yr",56900,94500
Microsoft Data Analyst salaries,Greater Denver Area,"$75,600/yr",58700,97500
Microsoft Data Analyst salaries,Miami/Fort Lauderdale Area,"$71,100/yr",55200,91700
Microsoft Data Analyst salaries,"Phoenix, Arizona Area","$72,400/yr",56100,93300
Microsoft Data Analyst salaries,"Portland, Oregon Area","$75,500/yr",58600,97400
Microsoft Business Consultant salaries,Greater New York City Area,"$107,000/yr",83000,138000
Microsoft Business Consultant salaries,Greater Los Angeles Area,"$102,000/yr",79400,132000
Microsoft Business Consultant salaries,Dallas/Fort Worth Area,"$96,200/yr",74600,124000
Microsoft Business Consultant salaries,Greater Seattle Area,"$106,000/yr",82300,137000
Microsoft Business Consultant salaries,Miami/Fort Lauderdale Area,"$91,500/yr",70900,118000
Microsoft Business Consultant salaries,"Charlotte, North Carolina Area","$93,200/yr",72300,120000
